epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
97,24904.1,1.49813,1.90793,0.01961,0.99975,6.7359,0.62286,0.49129,0.54361,0.35101,1.42494,1.62881,0.02326,0,0,6.73589,0,6.73589,0,0.0338873,0.101522,3.11066,3.11066,0,1,0.007624,0.007624,0.007624,0.003812,0.015248
98,25147.2,1.48807,1.89762,0.01955,0.99985,6.69835,0.62199,0.49198,0.54459,0.35181,1.42403,1.62681,0.02323,0,0,6.69835,0,6.69835,0,0.0336974,0.101317,3.11066,3.11066,0,1,0.00759925,0.00759925,0.00759925,0.00379963,0.0151985
99,25390.7,1.48566,1.90265,0.01945,0.99984,6.73538,0.61734,0.49638,0.54509,0.35254,1.422,1.62629,0.02319,0,0,6.73538,0,6.73538,0,0.0338809,0.101807,3.11066,3.11066,0,1,0.0075745,0.0075745,0.0075745,0.00378725,0.015149
100,25633,1.4843,1.89233,0.01956,0.9998,6.7075,0.61676,0.49539,0.54518,0.35294,1.42083,1.62448,0.02318,0,0,6.7075,0,6.7075,0,0.0337448,0.101715,3.11066,3.11066,0,1,0.00754975,0.00754975,0.00754975,0.00377488,0.0150995
101,25870.7,1.48772,1.88192,0.0194,0.99996,6.69628,0.61565,0.49583,0.54551,0.35352,1.42009,1.62293,0.02316,0,0,6.69628,0,6.69628,0,0.033686,0.101744,3.11066,3.11066,0,1,0.007525,0.007525,0.007525,0.0037625,0.01505
102,26114.5,1.48739,1.88706,0.01956,0.99988,6.70651,0.62147,0.49526,0.54638,0.35433,1.41862,1.62085,0.02311,0,0,6.70651,0,6.70651,0,0.0337389,0.101651,3.11066,3.11066,0,1,0.00750025,0.00750025,0.00750025,0.00375013,0.0150005
103,26354.2,1.48321,1.88565,0.01944,0.99997,6.68273,0.61952,0.49932,0.547,0.35501,1.41854,1.61828,0.0231,0,0,6.68274,0,6.68274,0,0.0336186,0.101637,3.11066,3.11066,0,1,0.0074755,0.0074755,0.0074755,0.00373775,0.014951
104,26592.7,1.48138,1.88404,0.01939,0.99981,6.7113,0.62111,0.50048,0.54846,0.35617,1.4169,1.61693,0.02306,0,0,6.71131,0,6.71131,0,0.0337615,0.102142,3.11066,3.11066,0,1,0.00745075,0.00745075,0.00745075,0.00372537,0.0149015
105,26835.1,1.47967,1.88108,0.01931,0.99983,6.67891,0.62419,0.50001,0.54995,0.3571,1.41564,1.6153,0.02303,0,0,6.6789,0,6.6789,0,0.0335986,0.10173,3.11066,3.11066,0,1,0.007426,0.007426,0.007426,0.003713,0.014852
106,27075.2,1.47377,1.8861,0.01925,0.99983,6.68834,0.62715,0.49981,0.55179,0.35808,1.41428,1.61462,0.023,0,0,6.68834,0,6.68834,0,0.0336452,0.101824,3.11066,3.11066,0,1,0.00740125,0.00740125,0.00740125,0.00370063,0.0148025
107,27317,1.46988,1.86899,0.01929,0.99997,6.68404,0.62801,0.50138,0.55257,0.35895,1.41421,1.61209,0.02301,0,0,6.68404,0,6.68404,0,0.0336281,0.102399,3.11066,3.11066,0,1,0.0073765,0.0073765,0.0073765,0.00368825,0.014753
108,27554.5,1.47849,1.87425,0.01929,0.99993,6.66848,0.63538,0.49658,0.55283,0.35931,1.41346,1.6103,0.02299,0,0,6.66848,0,6.66848,0,0.0335468,0.10188,3.11066,3.11066,0,1,0.00735175,0.00735175,0.00735175,0.00367587,0.0147035
109,27791.7,1.47952,1.8854,0.01933,0.9999,6.67264,0.63409,0.4964,0.5532,0.36025,1.41209,1.6089,0.02297,0,0,6.67264,0,6.67264,0,0.0335694,0.101448,3.11066,3.11066,0,1,0.007327,0.007327,0.007327,0.0036635,0.014654
110,28033.2,1.4756,1.8689,0.01917,0.99983,6.66812,0.63379,0.49736,0.55412,0.36095,1.41041,1.60815,0.02293,0,0,6.66812,0,6.66812,0,0.0335461,0.102019,3.11066,3.11066,0,1,0.00730225,0.00730225,0.00730225,0.00365113,0.0146045
111,28266.5,1.47143,1.86123,0.01922,0.99998,6.6727,0.6284,0.50223,0.55498,0.3618,1.40887,1.60748,0.0229,0,0,6.6727,0,6.6727,0,0.0335671,0.102399,3.11066,3.11066,0,1,0.0072775,0.0072775,0.0072775,0.00363875,0.014555
112,28510.3,1.47132,1.8578,0.01917,0.99985,6.64607,0.62798,0.50307,0.5554,0.36227,1.40859,1.60488,0.02289,0,0,6.64607,0,6.64607,0,0.0334331,0.102125,3.11066,3.11066,0,1,0.00725275,0.00725275,0.00725275,0.00362637,0.0145055
113,28747.3,1.47696,1.86348,0.01931,0.99989,6.64558,0.62366,0.50617,0.55622,0.36271,1.40769,1.6032,0.02287,0,0,6.64558,0,6.64558,0,0.0334333,0.10167,3.11066,3.11066,0,1,0.007228,0.007228,0.007228,0.003614,0.014456
114,28985.7,1.46818,1.85727,0.01923,0.99982,6.64447,0.61937,0.50848,0.55686,0.36346,1.4054,1.60278,0.02282,0,0,6.64447,0,6.64447,0,0.0334237,0.102031,3.11066,3.11066,0,1,0.00720325,0.00720325,0.00720325,0.00360163,0.0144065
115,29226.2,1.47149,1.84705,0.0193,0.99992,6.64092,0.62837,0.50156,0.55695,0.36402,1.40461,1.6011,0.02281,0,0,6.64092,0,6.64092,0,0.0334084,0.10225,3.11066,3.11066,0,1,0.0071785,0.0071785,0.0071785,0.00358925,0.014357
116,29461,1.47095,1.84406,0.01919,0.99999,6.63294,0.6326,0.50063,0.55762,0.36454,1.40204,1.6008,0.02276,0,0,6.63293,0,6.63293,0,0.033371,0.102279,3.11066,3.11066,0,1,0.00715375,0.00715375,0.00715375,0.00357688,0.0143075
117,29701.1,1.46802,1.84705,0.01917,0.99988,6.64624,0.63375,0.50126,0.55836,0.3653,1.40087,1.59905,0.02273,0,0,6.64624,0,6.64624,0,0.0334384,0.102379,3.11066,3.11066,0,1,0.007129,0.007129,0.007129,0.0035645,0.014258
118,29938.9,1.46681,1.84084,0.01918,1,6.64533,0.63516,0.50273,0.5595,0.36604,1.39955,1.59841,0.0227,0,0,6.64533,0,6.64533,0,0.0334291,0.10253,3.11066,3.11066,0,1,0.00710425,0.00710425,0.00710425,0.00355212,0.0142085
119,30179,1.46329,1.83985,0.01925,0.99984,6.62053,0.63819,0.50298,0.56049,0.36668,1.39856,1.5962,0.02269,0,0,6.62053,0,6.62053,0,0.0333031,0.102194,3.11066,3.11066,0,1,0.0070795,0.0070795,0.0070795,0.00353975,0.014159
120,30415.6,1.45129,1.81974,0.01915,1.0001,6.60812,0.63615,0.50348,0.56083,0.36718,1.39804,1.59406,0.02267,0,0,6.60812,0,6.60812,0,0.0332411,0.102958,3.11066,3.11066,0,1,0.00705475,0.00705475,0.00705475,0.00352737,0.0141095
121,30657.6,1.46674,1.84336,0.01908,0.99986,6.63932,0.63762,0.50284,0.56159,0.36783,1.39757,1.59211,0.02266,0,0,6.63932,0,6.63932,0,0.033401,0.102342,3.11066,3.11066,0,1,0.00703,0.00703,0.00703,0.003515,0.01406
122,30898.4,1.46879,1.82825,0.01913,0.99984,6.61774,0.63565,0.50593,0.56233,0.3683,1.39654,1.59043,0.02264,0,0,6.61773,0,6.61773,0,0.0332895,0.102377,3.11066,3.11066,0,1,0.00700525,0.00700525,0.00700525,0.00350263,0.0140105
123,31144.1,1.46598,1.82644,0.01894,1,6.60242,0.63514,0.5067,0.56327,0.36876,1.39498,1.58907,0.0226,0,0,6.60241,0,6.60241,0,0.0332141,0.102364,3.11066,3.11066,0,1,0.0069805,0.0069805,0.0069805,0.00349025,0.013961
124,31384.5,1.45922,1.81438,0.01909,0.99988,6.62156,0.63594,0.50852,0.56424,0.36975,1.39365,1.58764,0.02258,0,0,6.62156,0,6.62156,0,0.0333116,0.103126,3.11066,3.11066,0,1,0.00695575,0.00695575,0.00695575,0.00347788,0.0139115
125,31625.8,1.464,1.82084,0.0191,1.00007,6.606,0.63618,0.51051,0.565,0.37027,1.39253,1.58592,0.02255,0,0,6.606,0,6.606,0,0.0332331,0.102518,3.11066,3.11066,0,1,0.006931,0.006931,0.006931,0.0034655,0.013862
126,31868.8,1.4622,1.82165,0.01908,1.00001,6.59372,0.63733,0.51021,0.56593,0.37104,1.39222,1.58336,0.02254,0,0,6.59371,0,6.59371,0,0.0331716,0.102342,3.11066,3.11066,0,1,0.00690625,0.00690625,0.00690625,0.00345313,0.0138125
127,32110.4,1.46015,1.82,0.01894,0.99981,6.59158,0.63825,0.51219,0.56708,0.37167,1.39199,1.58054,0.02254,0,0,6.59158,0,6.59158,0,0.0331611,0.102356,3.11066,3.11066,0,1,0.0068815,0.0068815,0.0068815,0.00344075,0.013763
128,32355.2,1.46472,1.82527,0.01889,0.99984,6.58212,0.63996,0.51274,0.56789,0.37231,1.39108,1.57916,0.02253,0,0,6.58212,0,6.58212,0,0.0331093,0.10203,3.11066,3.11066,0,1,0.00685675,0.00685675,0.00685675,0.00342838,0.0137135
129,32594.6,1.45507,1.81367,0.01888,0.99996,6.58359,0.64193,0.51423,0.56861,0.37294,1.38926,1.57885,0.0225,0,0,6.58359,0,6.58359,0,0.0331207,0.102579,3.11066,3.11066,0,1,0.006832,0.006832,0.006832,0.003416,0.013664
130,32834.1,1.45379,1.80557,0.01891,1.00003,6.57015,0.64268,0.51594,0.56934,0.37368,1.3884,1.57683,0.02248,0,0,6.57015,0,6.57015,0,0.033053,0.102699,3.11066,3.11066,0,1,0.00680725,0.00680725,0.00680725,0.00340363,0.0136145
131,33074.4,1.45741,1.80935,0.01896,1.00001,6.58159,0.64466,0.51574,0.57016,0.37434,1.3881,1.5741,0.02248,0,0,6.58159,0,6.58159,0,0.0331085,0.102594,3.11066,3.11066,0,1,0.0067825,0.0067825,0.0067825,0.00339125,0.013565
132,33312.1,1.45269,1.81444,0.01889,0.99987,6.58142,0.64729,0.51774,0.57127,0.37524,1.38761,1.5711,0.02246,0,0,6.58142,0,6.58142,0,0.0331082,0.102535,3.11066,3.11066,0,1,0.00675775,0.00675775,0.00675775,0.00337887,0.0135155
133,33553.8,1.45907,1.81395,0.01889,0.99982,6.57464,0.64571,0.51973,0.57199,0.37583,1.3867,1.56931,0.02244,0,0,6.57463,0,6.57463,0,0.0330748,0.102413,3.11066,3.11066,0,1,0.006733,0.006733,0.006733,0.0033665,0.013466
134,33791.4,1.44369,1.79748,0.01885,1.00005,6.58197,0.64878,0.51889,0.57286,0.37681,1.38556,1.56769,0.02241,0,0,6.58197,0,6.58197,0,0.0331132,0.103368,3.11066,3.11066,0,1,0.00670825,0.00670825,0.00670825,0.00335412,0.0134165
135,34031.2,1.44971,1.80186,0.01885,0.99999,6.57524,0.64774,0.51849,0.57349,0.37719,1.38549,1.56502,0.02242,0,0,6.57524,0,6.57524,0,0.0330754,0.102893,3.11066,3.11066,0,1,0.0066835,0.0066835,0.0066835,0.00334175,0.013367
136,34272.6,1.44927,1.79353,0.0188,0.99974,6.57009,0.65067,0.51607,0.57444,0.37808,1.38492,1.56306,0.0224,0,0,6.57009,0,6.57009,0,0.03305,0.103135,3.11066,3.11066,0,1,0.00665875,0.00665875,0.00665875,0.00332937,0.0133175
137,34509.6,1.45486,1.79525,0.01891,0.99996,6.55898,0.65012,0.51658,0.57537,0.37867,1.38419,1.56089,0.02238,0,0,6.55898,0,6.55898,0,0.0329956,0.102715,3.11066,3.11066,0,1,0.006634,0.006634,0.006634,0.003317,0.013268
138,34753,1.44673,1.79532,0.01871,1.00005,6.55998,0.65057,0.51688,0.57576,0.37944,1.38354,1.55984,0.02237,0,0,6.55997,0,6.55997,0,0.0329994,0.102971,3.11066,3.11066,0,1,0.00660925,0.00660925,0.00660925,0.00330462,0.0132185
139,34990.8,1.45182,1.79687,0.0189,0.99992,6.55599,0.64662,0.5183,0.57654,0.3802,1.38269,1.55836,0.02236,0,0,6.55599,0,6.55599,0,0.0329788,0.102517,3.11066,3.11066,0,1,0.0065845,0.0065845,0.0065845,0.00329225,0.013169
140,35230.5,1.44339,1.79731,0.01879,1.00001,6.56027,0.64735,0.5198,0.57747,0.38061,1.38191,1.55594,0.02234,0,0,6.56027,0,6.56027,0,0.0330004,0.102953,3.11066,3.11066,0,1,0.00655975,0.00655975,0.00655975,0.00327988,0.0131195
141,35469.3,1.44591,1.80035,0.01895,1.00001,6.55636,0.65099,0.51897,0.57861,0.38131,1.38103,1.55404,0.02232,0,0,6.55636,0,6.55636,0,0.0329826,0.102463,3.11066,3.11066,0,1,0.006535,0.006535,0.006535,0.0032675,0.01307
142,35707.4,1.44249,1.77707,0.01875,1,6.56351,0.65579,0.51914,0.57949,0.38229,1.37987,1.55245,0.0223,0,0,6.56351,0,6.56351,0,0.0330173,0.103546,3.11066,3.11066,0,1,0.00651025,0.00651025,0.00651025,0.00325512,0.0130205
143,35948.1,1.44904,1.78196,0.01873,0.99998,6.56055,0.65405,0.51881,0.58002,0.38278,1.37932,1.55098,0.02228,0,0,6.56055,0,6.56055,0,0.0330031,0.103215,3.11066,3.11066,0,1,0.0064855,0.0064855,0.0064855,0.00324275,0.012971
144,36182.6,1.44492,1.78156,0.01865,0.99996,6.5462,0.65259,0.52041,0.58041,0.38331,1.3789,1.5487,0.02227,0,0,6.5462,0,6.5462,0,0.032932,0.103187,3.11066,3.11066,0,1,0.00646075,0.00646075,0.00646075,0.00323038,0.0129215
145,36423.9,1.44289,1.77759,0.01864,0.99995,6.54843,0.65204,0.52099,0.58098,0.38396,1.37739,1.54782,0.02224,0,0,6.54843,0,6.54843,0,0.0329411,0.103511,3.11066,3.11066,0,1,0.006436,0.006436,0.006436,0.003218,0.012872
146,36658.7,1.44511,1.77225,0.01863,0.99993,6.51278,0.65318,0.52148,0.58197,0.38459,1.37571,1.54756,0.02221,0,0,6.51278,0,6.51278,0,0.0327639,0.102692,3.11066,3.11066,0,1,0.00641125,0.00641125,0.00641125,0.00320562,0.0128225
147,36895.7,1.4401,1.77721,0.01866,1.00002,6.53269,0.65606,0.52066,0.58276,0.3852,1.37508,1.54565,0.02219,0,0,6.53269,0,6.53269,0,0.0328639,0.103083,3.11066,3.11066,0,1,0.0063865,0.0063865,0.0063865,0.00319325,0.012773
148,37134.5,1.44587,1.76797,0.01875,0.99993,6.53517,0.65735,0.51992,0.58353,0.38581,1.37363,1.54514,0.02215,0,0,6.53517,0,6.53517,0,0.032876,0.103193,3.11066,3.11066,0,1,0.00636175,0.00636175,0.00636175,0.00318088,0.0127235
149,37368.1,1.43306,1.77773,0.01867,1,6.52236,0.65649,0.52165,0.5841,0.38622,1.37318,1.54268,0.02213,0,0,6.52236,0,6.52236,0,0.0328094,0.103128,3.11066,3.11066,0,1,0.006337,0.006337,0.006337,0.0031685,0.012674
150,37609,1.44358,1.78265,0.01861,0.99982,6.51456,0.6543,0.524,0.58438,0.38647,1.3726,1.54022,0.02212,0,0,6.51456,0,6.51456,0,0.0327735,0.10246,3.11066,3.11066,0,1,0.00631225,0.00631225,0.00631225,0.00315612,0.0126245
151,37847.4,1.43331,1.76574,0.01885,1.00013,6.52624,0.65835,0.52216,0.58562,0.38749,1.37217,1.53769,0.02211,0,0,6.52624,0,6.52624,0,0.0328304,0.103346,3.11066,3.11066,0,1,0.0062875,0.0062875,0.0062875,0.00314375,0.012575
152,38088.1,1.43849,1.76519,0.01855,0.99998,6.50519,0.661,0.52161,0.58667,0.38823,1.37136,1.53545,0.02208,0,0,6.50518,0,6.50518,0,0.0327284,0.103143,3.11066,3.11066,0,1,0.00626275,0.00626275,0.00626275,0.00313138,0.0125255
153,38325.6,1.43795,1.76448,0.01854,0.99986,6.52764,0.66046,0.52327,0.58722,0.38861,1.37062,1.53334,0.02208,0,0,6.52764,0,6.52764,0,0.0328389,0.103346,3.11066,3.11066,0,1,0.006238,0.006238,0.006238,0.003119,0.012476
154,38565.3,1.42499,1.76031,0.0186,1.00002,6.50267,0.66184,0.52395,0.5877,0.38929,1.37011,1.53159,0.02207,0,0,6.50267,0,6.50267,0,0.0327131,0.103377,3.11066,3.11066,0,1,0.00621325,0.00621325,0.00621325,0.00310662,0.0124265
155,38805.8,1.43715,1.76368,0.01858,0.9999,6.65693,0.66297,0.52459,0.58824,0.38986,1.36954,1.52941,0.02206,0,0,6.65693,0,6.65693,0,0.0334865,0.10544,3.11066,3.11066,0,1,0.0061885,0.0061885,0.0061885,0.00309425,0.012377
156,39036.9,1.42527,1.75789,0.01848,0.99994,6.50712,0.65968,0.52794,0.58865,0.39034,1.36875,1.52776,0.02204,0,0,6.50712,0,6.50712,0,0.0327325,0.103572,3.11066,3.11066,0,1,0.00616375,0.00616375,0.00616375,0.00308187,0.0123275
157,39282.8,1.43083,1.76216,0.01862,1.00011,6.49559,0.66394,0.52579,0.58935,0.39116,1.36831,1.52498,0.02204,0,0,6.49558,0,6.49558,0,0.0326767,0.102929,3.11066,3.11066,0,1,0.006139,0.006139,0.006139,0.0030695,0.012278
158,39519.2,1.43259,1.74815,0.01867,0.99997,6.48814,0.66399,0.52478,0.58989,0.39165,1.36742,1.52372,0.02202,0,0,6.48814,0,6.48814,0,0.0326418,0.103174,3.11066,3.11066,0,1,0.00611425,0.00611425,0.00611425,0.00305712,0.0122285
159,39759.1,1.43523,1.75746,0.01861,0.99987,6.50076,0.66106,0.5272,0.59075,0.39217,1.3661,1.52305,0.022,0,0,6.50076,0,6.50076,0,0.0327018,0.103098,3.11066,3.11066,0,1,0.0060895,0.0060895,0.0060895,0.00304475,0.012179
160,39998.8,1.43291,1.74846,0.01848,0.99992,6.49044,0.66396,0.52759,0.59201,0.39298,1.36581,1.52074,0.022,0,0,6.49044,0,6.49044,0,0.0326511,0.103193,3.11066,3.11066,0,1,0.00606475,0.00606475,0.00606475,0.00303237,0.0121295
161,40242.4,1.42791,1.73909,0.0185,1.00008,6.49014,0.66775,0.52678,0.59264,0.39324,1.36482,1.51928,0.02198,0,0,6.49014,0,6.49014,0,0.0326493,0.103658,3.11066,3.11066,0,1,0.00604,0.00604,0.00604,0.00302,0.01208
162,40478.9,1.43205,1.74272,0.01848,1.00009,6.49458,0.66766,0.52705,0.59339,0.3941,1.36464,1.51625,0.02197,0,0,6.49458,0,6.49458,0,0.0326716,0.103517,3.11066,3.11066,0,1,0.00601525,0.00601525,0.00601525,0.00300762,0.0120305
163,40716.2,1.42702,1.74685,0.0186,0.99983,6.50525,0.66833,0.52584,0.59468,0.39525,1.36336,1.51392,0.02196,0,0,6.50525,0,6.50525,0,0.032722,0.10361,3.11066,3.11066,0,1,0.0059905,0.0059905,0.0059905,0.00299525,0.011981
164,40954,1.41931,1.74556,0.01835,1.00007,6.48502,0.67302,0.52453,0.59537,0.39597,1.36294,1.51141,0.02195,0,0,6.48502,0,6.48502,0,0.0326216,0.10364,3.11066,3.11066,0,1,0.00596575,0.00596575,0.00596575,0.00298288,0.0119315
165,41195.7,1.42782,1.74218,0.01841,0.99995,6.47344,0.67502,0.52531,0.59627,0.39672,1.36217,1.50903,0.02193,0,0,6.47344,0,6.47344,0,0.0325652,0.103257,3.11066,3.11066,0,1,0.005941,0.005941,0.005941,0.0029705,0.011882
166,41437.1,1.41871,1.73786,0.0184,1,6.48797,0.6789,0.5253,0.59683,0.39714,1.36128,1.50641,0.02191,0,0,6.48796,0,6.48796,0,0.0326393,0.103793,3.11066,3.11066,0,1,0.00591625,0.00591625,0.00591625,0.00295813,0.0118325
167,41677.8,1.42526,1.73345,0.01838,1.00009,6.48074,0.67749,0.52887,0.5975,0.39787,1.36066,1.50465,0.0219,0,0,6.48073,0,6.48073,0,0.0326008,0.103733,3.11066,3.11066,0,1,0.0058915,0.0058915,0.0058915,0.00294575,0.011783
168,41925.2,1.42819,1.74097,0.01847,0.99973,6.4599,0.67419,0.52989,0.59827,0.3986,1.35981,1.50335,0.02188,0,0,6.45989,0,6.45989,0,0.0324966,0.103061,3.11066,3.11066,0,1,0.00586675,0.00586675,0.00586675,0.00293338,0.0117335
169,42169.4,1.42543,1.72764,0.01852,1.00007,6.45948,0.68239,0.52587,0.59932,0.39931,1.3594,1.50028,0.02186,0,0,6.45948,0,6.45948,0,0.0324976,0.10333,3.11066,3.11066,0,1,0.005842,0.005842,0.005842,0.002921,0.011684
170,42416.5,1.42441,1.7343,0.01837,1.00004,6.46762,0.6859,0.52608,0.60007,0.3999,1.35823,1.49913,0.02183,0,0,6.46762,0,6.46762,0,0.032537,0.103415,3.11066,3.11066,0,1,0.00581725,0.00581725,0.00581725,0.00290863,0.0116345
171,42658.8,1.43069,1.72642,0.01842,0.99995,6.45155,0.68665,0.52562,0.60062,0.40046,1.35792,1.4962,0.02184,0,0,6.45156,0,6.45156,0,0.0324594,0.103248,3.11066,3.11066,0,1,0.0057925,0.0057925,0.0057925,0.00289625,0.011585
172,42898.9,1.42305,1.72464,0.01823,1.0001,6.44973,0.68724,0.52733,0.6022,0.40141,1.35689,1.49401,0.02181,0,0,6.44972,0,6.44972,0,0.0324454,0.103501,3.11066,3.11066,0,1,0.00576775,0.00576775,0.00576775,0.00288388,0.0115355
173,43143.7,1.41858,1.72675,0.01831,0.99989,6.45779,0.68677,0.52802,0.60307,0.40195,1.35556,1.49281,0.02178,0,0,6.45779,0,6.45779,0,0.0324873,0.103589,3.11066,3.11066,0,1,0.005743,0.005743,0.005743,0.0028715,0.011486
174,43379,1.42569,1.73528,0.01839,1,6.44088,0.68488,0.52813,0.60385,0.40278,1.3551,1.49037,0.02177,0,0,6.44088,0,6.44088,0,0.0324026,0.102751,3.11066,3.11066,0,1,0.00571825,0.00571825,0.00571825,0.00285913,0.0114365
175,43626.9,1.41654,1.72485,0.01822,0.99995,6.45418,0.69142,0.52572,0.60464,0.40345,1.35439,1.48836,0.02175,0,0,6.45418,0,6.45418,0,0.0324694,0.10362,3.11066,3.11066,0,1,0.0056935,0.0056935,0.0056935,0.00284675,0.011387
176,43866.2,1.41799,1.72037,0.01819,1,6.43433,0.68867,0.52998,0.60525,0.40412,1.35353,1.48658,0.02173,0,0,6.43433,0,6.43433,0,0.03237,0.103341,3.11066,3.11066,0,1,0.00566875,0.00566875,0.00566875,0.00283438,0.0113375
177,44110.8,1.42423,1.7219,0.0183,0.99983,6.45594,0.69151,0.52787,0.60543,0.40461,1.35309,1.48442,0.02172,0,0,6.45594,0,6.45594,0,0.0324764,0.10344,3.11066,3.11066,0,1,0.005644,0.005644,0.005644,0.002822,0.011288
178,44354.9,1.42396,1.71551,0.01822,1.00019,6.44067,0.68802,0.53106,0.60609,0.40516,1.35195,1.483,0.02168,0,0,6.44067,0,6.44067,0,0.0323988,0.10338,3.11066,3.11066,0,1,0.00561925,0.00561925,0.00561925,0.00280963,0.0112385
179,44592.1,1.42014,1.70249,0.0183,0.99994,6.43051,0.68701,0.53122,0.6068,0.40592,1.35091,1.48121,0.02166,0,0,6.43051,0,6.43051,0,0.0323508,0.103647,3.11066,3.11066,0,1,0.0055945,0.0055945,0.0055945,0.00279725,0.011189
180,44839,1.41296,1.71314,0.0183,0.99998,6.41948,0.67821,0.53831,0.60746,0.40639,1.35018,1.47931,0.02164,0,0,6.41948,0,6.41948,0,0.0322941,0.103315,3.11066,3.11066,0,1,0.00556975,0.00556975,0.00556975,0.00278488,0.0111395
181,45078.7,1.4139,1.71134,0.01821,1.00004,6.44808,0.67581,0.5399,0.60828,0.40719,1.35041,1.47595,0.02165,0,0,6.44807,0,6.44807,0,0.0324385,0.103895,3.11066,3.11066,0,1,0.005545,0.005545,0.005545,0.0027725,0.01109
182,45314.3,1.42005,1.7114,0.01825,0.99993,6.43155,0.67676,0.53905,0.60871,0.40759,1.35004,1.47398,0.02164,0,0,6.43155,0,6.43155,0,0.0323565,0.103346,3.11066,3.11066,0,1,0.00552025,0.00552025,0.00552025,0.00276012,0.0110405
183,45554.2,1.4109,1.70876,0.01821,0.99995,6.42235,0.67607,0.54195,0.60926,0.40802,1.34903,1.47284,0.02162,0,0,6.42235,0,6.42235,0,0.0323075,0.103497,3.11066,3.11066,0,1,0.0054955,0.0054955,0.0054955,0.00274775,0.010991
184,45788.5,1.41751,1.70676,0.01822,1.00008,6.41072,0.67855,0.54206,0.60953,0.40823,1.34848,1.47123,0.0216,0,0,6.41072,0,6.41072,0,0.0322495,0.103339,3.11066,3.11066,0,1,0.00547075,0.00547075,0.00547075,0.00273537,0.0109415
185,46023.8,1.40715,1.69853,0.01815,0.99992,6.43432,0.67833,0.54298,0.60988,0.40874,1.34697,1.47072,0.02157,0,0,6.43432,0,6.43432,0,0.0323675,0.104122,3.11066,3.11066,0,1,0.005446,0.005446,0.005446,0.002723,0.010892
186,46252,1.41318,1.70184,0.01815,1.00013,6.41813,0.68225,0.54176,0.61084,0.40953,1.34577,1.46914,0.02154,0,0,6.41813,0,6.41813,0,0.0322903,0.103607,3.11066,3.11066,0,1,0.00542125,0.00542125,0.00542125,0.00271062,0.0108425
187,46485.2,1.41792,1.7007,0.01825,0.99992,6.4181,0.67987,0.54416,0.61184,0.41035,1.34568,1.46637,0.02154,0,0,6.4181,0,6.4181,0,0.0322888,0.103384,3.11066,3.11066,0,1,0.0053965,0.0053965,0.0053965,0.00269825,0.010793
188,46713.6,1.41245,1.69649,0.01822,0.99999,6.43638,0.67637,0.54533,0.61219,0.41094,1.34466,1.46499,0.02152,0,0,6.43637,0,6.43637,0,0.0323778,0.104014,3.11066,3.11066,0,1,0.00537175,0.00537175,0.00537175,0.00268587,0.0107435
189,46952.2,1.40804,1.70068,0.01814,0.99991,6.38973,0.67484,0.54664,0.61328,0.41154,1.34393,1.4632,0.02151,0,0,6.38973,0,6.38973,0,0.0321475,0.103245,3.11066,3.11066,0,1,0.005347,0.005347,0.005347,0.0026735,0.010694
190,47185,1.40818,1.69544,0.0181,1.00009,6.39238,0.6765,0.54591,0.61372,0.41174,1.34286,1.46193,0.02149,0,0,6.39238,0,6.39238,0,0.032157,0.103499,3.11066,3.11066,0,1,0.00532225,0.00532225,0.00532225,0.00266113,0.0106445
191,47421.7,1.40829,1.69056,0.01803,0.99993,6.40487,0.67687,0.54763,0.61406,0.41215,1.3424,1.45947,0.02148,0,0,6.40487,0,6.40487,0,0.0322207,0.103728,3.11066,3.11066,0,1,0.0052975,0.0052975,0.0052975,0.00264875,0.010595
192,47654.4,1.41209,1.6939,0.01815,0.99996,6.39948,0.6747,0.55036,0.61489,0.41296,1.3421,1.45682,0.02147,0,0,6.39948,0,6.39948,0,0.0321935,0.103552,3.11066,3.11066,0,1,0.00527275,0.00527275,0.00527275,0.00263637,0.0105455
193,47890.4,1.41023,1.69143,0.01814,1.00002,6.39542,0.67701,0.5491,0.61578,0.41369,1.34109,1.45507,0.02144,0,0,6.39542,0,6.39542,0,0.0321721,0.103538,3.11066,3.11066,0,1,0.005248,0.005248,0.005248,0.002624,0.010496
194,48128.8,1.4067,1.68998,0.01819,0.99992,6.41683,0.68098,0.54773,0.6166,0.41432,1.34045,1.45248,0.02143,0,0,6.41683,0,6.41683,0,0.0322863,0.103953,3.11066,3.11066,0,1,0.00522325,0.00522325,0.00522325,0.00261163,0.0104465
195,48361.3,1.4124,1.68259,0.01815,0.99998,6.40301,0.68002,0.54926,0.61759,0.41506,1.3404,1.4494,0.02143,0,0,6.40301,0,6.40301,0,0.0322145,0.103734,3.11066,3.11066,0,1,0.0051985,0.0051985,0.0051985,0.00259925,0.010397
